,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
321761,565201,23209,LUNCH BAG VINTAGE DOILY ,10,01-09-2011 16:41,1.65,14907.0,United Kingdom
515780,579787,23089,GLASS BON BON JAR,3,30-11-2011 15:33,3.29,,United Kingdom
125671,547055,20728,LUNCH BAG CARS BLUE,3,20-03-2011 12:14,1.65,16444.0,United Kingdom
36012,539437,22963,JAM JAR WITH GREEN LID,7,17-12-2010 14:54,1.66,,United Kingdom
33254,C539244,21427,SKULLS STORAGE BOX SMALL,-1,16-12-2010 13:24,2.1,14606.0,United Kingdom
291998,562537,23213,STAR WREATH DECORATION WITH BELL,12,05-08-2011 15:02,1.25,12517.0,Germany
512048,579508,21716,BOYS VINTAGE TIN SEASIDE BUCKET,2,29-11-2011 16:33,4.96,,United Kingdom
475163,576864,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,16-11-2011 16:06,1.65,12748.0,United Kingdom
295084,562771,22131,FOOD CONTAINER SET 3 LOVE HEART ,12,09-08-2011 12:00,1.95,13113.0,United Kingdom
492055,578088,21452,TOADSTOOL MONEY BOX,1,22-11-2011 16:47,2.95,16376.0,United Kingdom
192695,553464,21232,STRAWBERRY CERAMIC TRINKET BOX,36,17-05-2011 11:07,1.25,16218.0,United Kingdom
405481,571714,22496,SET OF 2 ROUND TINS DUTCH CHEESE,1,18-10-2011 17:00,5.79,,United Kingdom
383838,570088,23389,SPACEBOY MINI BACKPACK,2,07-10-2011 11:32,4.15,16764.0,United Kingdom
4444,536783,22452,MEASURING TAPE BABUSHKA PINK,48,02-12-2010 15:19,2.55,15061.0,United Kingdom
142490,548612,20975,12 PENCILS SMALL TUBE RED RETROSPOT,4,01-04-2011 11:34,0.65,13137.0,United Kingdom
379462,569694,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,05-10-2011 15:24,1.45,17735.0,United Kingdom
12631,537391,22905,CALENDAR IN SEASON DESIGN,4,06-12-2010 13:53,2.95,16550.0,United Kingdom
313765,564536,22197,POPCORN HOLDER,5,25-08-2011 15:12,0.85,13159.0,United Kingdom
428679,573496,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,31-10-2011 11:59,4.65,17841.0,United Kingdom
40119,C539726,22791,T-LIGHT GLASS FLUTED ANTIQUE,-10,21-12-2010 14:24,1.25,17007.0,United Kingdom
432802,573892,23492,VINTAGE JINGLE BELLS WREATH,2,01-11-2011 13:57,8.25,14911.0,EIRE
508275,579196,22813,PACK 3 BOXES BIRD PANETTONE ,6,28-11-2011 15:54,4.13,14096.0,United Kingdom
514643,579712,22593,CHRISTMAS GINGHAM STAR,6,30-11-2011 14:17,0.85,15467.0,United Kingdom
266039,560239,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,17-07-2011 11:50,0.85,13507.0,United Kingdom
339720,566602,22735,RIBBON REEL SOCKS AND MITTENS,1,13-09-2011 16:05,3.29,,United Kingdom
122169,546851,22434,BALLOON PUMP WITH 10 BALLOONS,8,17-03-2011 13:23,1.95,12480.0,Germany
54054,540849,21756,BATH BUILDING BLOCK WORD,3,12-01-2011 09:33,5.95,14270.0,United Kingdom
314626,564646,21239,PINK  POLKADOT CUP,8,26-08-2011 13:39,1.63,,United Kingdom
152526,549633,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,11-04-2011 11:45,0.65,15671.0,United Kingdom
142976,548659,21497,FANCY FONTS BIRTHDAY WRAP,25,01-04-2011 14:19,0.42,13418.0,United Kingdom
59343,541282,21071,VINTAGE BILLBOARD DRINK ME MUG,5,17-01-2011 12:31,1.25,17690.0,United Kingdom
423595,573151,23321,SMALL WHITE HEART OF WICKER,3,27-10-2011 20:09,1.65,17602.0,United Kingdom
135038,547880,21422,PORCELAIN ROSE SMALL,6,27-03-2011 16:05,0.85,15426.0,United Kingdom
207884,555015,23089,GLASS BON BON JAR,12,31-05-2011 10:45,1.65,16558.0,United Kingdom
189354,553148,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,13-05-2011 14:09,8.5,,Hong Kong
290003,562347,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3,04-08-2011 12:22,0.85,13263.0,United Kingdom
356046,568013,23129,HEART SHAPED HOLLY WREATH,4,23-09-2011 11:39,4.15,17480.0,United Kingdom
102545,545024,21871,SAVE THE PLANET MUG,1,25-02-2011 14:38,3.29,,United Kingdom
222881,556459,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,10-06-2011 17:25,5.79,,United Kingdom
383989,570096,21880,RED RETROSPOT TAPE,12,07-10-2011 11:58,0.65,15311.0,United Kingdom
411138,572194,47566,PARTY BUNTING,1,21-10-2011 11:43,4.95,17832.0,United Kingdom
349674,567516,22570,FELTCRAFT CUSHION RABBIT,4,20-09-2011 15:31,3.75,13138.0,United Kingdom
245978,558642,85099B,JUMBO BAG RED RETROSPOT,10,01-07-2011 09:47,2.08,17667.0,United Kingdom
361128,568327,23438, RED SPOT GIFT BAG LARGE,12,26-09-2011 14:02,1.25,15492.0,United Kingdom
298954,563075,23035,DRAWER KNOB CERAMIC IVORY,36,11-08-2011 16:11,1.45,13645.0,United Kingdom
345082,567142,23393,HOME SWEET HOME CUSHION COVER ,4,16-09-2011 14:55,3.75,14262.0,United Kingdom
529564,580734,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,06-12-2011 08:46,0.85,12766.0,Portugal
3423,536627,22699,ROSES REGENCY TEACUP AND SAUCER ,12,02-12-2010 10:53,2.95,15658.0,United Kingdom
214561,555587,82583,HOT BATHS METAL SIGN,12,06-06-2011 09:13,2.1,15687.0,United Kingdom
181769,552508,20728,LUNCH BAG CARS BLUE,1,09-05-2011 16:27,4.13,,United Kingdom
163420,550542,84946,ANTIQUE SILVER T-LIGHT GLASS,23,19-04-2011 11:37,2.46,,United Kingdom
33568,539263,21481,FAWN BLUE HOT WATER BOTTLE,6,16-12-2010 14:36,2.95,16560.0,United Kingdom
450626,575176,23567,EGG CUP HENRIETTA HEN PINK,1,08-11-2011 18:29,2.46,,United Kingdom
90842,544071,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,15-02-2011 14:30,0.55,16317.0,United Kingdom
461582,575947,20712,JUMBO BAG WOODLAND ANIMALS,7,13-11-2011 11:50,4.13,,United Kingdom
78132,542812,22624,IVORY KITCHEN SCALES,1,01-02-2011 11:21,8.5,14850.0,United Kingdom
325554,565445,23323,WHITE WICKER STAR ,1,04-09-2011 14:50,2.1,13548.0,United Kingdom
78052,542797,21122,SET/10 PINK POLKADOT PARTY CANDLES,2,01-02-2011 11:08,1.25,17884.0,United Kingdom
349517,567507,22663,JUMBO BAG DOLLY GIRL DESIGN,5,20-09-2011 14:46,4.13,,United Kingdom
60204,541421,22625,RED KITCHEN SCALES,1,17-01-2011 17:44,16.63,,United Kingdom
155691,550006,23201,JUMBO BAG ALPHABET,2,14-04-2011 10:10,2.08,17841.0,United Kingdom
399360,571279,22158,3 HEARTS HANGING DECORATION RUSTIC,1,16-10-2011 12:54,2.95,16466.0,United Kingdom
176317,551997,21094,SET/6 RED SPOTTY PAPER PLATES,5,05-05-2011 15:47,0.83,,United Kingdom
108372,545530,22254,FELT TOADSTOOL LARGE,12,03-03-2011 13:45,1.25,17416.0,United Kingdom
211829,555397,23204,CHARLOTTE BAG APPLES DESIGN,1,02-06-2011 17:26,1.63,,United Kingdom
159226,550329,22147,FELTCRAFT BUTTERFLY HEARTS,12,17-04-2011 13:20,1.45,13951.0,United Kingdom
351860,567668,21231,SWEETHEART CERAMIC TRINKET BOX,1,21-09-2011 15:29,2.46,,United Kingdom
145322,548893,21319,GLASS CHALICE GREEN  SMALL ,1,04-04-2011 15:54,3.29,,United Kingdom
336423,566326,22960,JAM MAKING SET WITH JARS,6,12-09-2011 12:11,4.25,16211.0,United Kingdom
7131,536989,22940,FELTCRAFT CHRISTMAS FAIRY,2,03-12-2010 15:10,4.25,17238.0,United Kingdom
346859,567211,23399,HOME SWEET HOME HANGING HEART,6,19-09-2011 11:02,0.85,14159.0,United Kingdom
99416,544770,82580,BATHROOM METAL SIGN,3,23-02-2011 11:11,1.25,,United Kingdom
500338,578757,22096,PINK PAISLEY SQUARE TISSUE BOX ,2,25-11-2011 11:41,0.39,12748.0,United Kingdom
304004,563557,84946,ANTIQUE SILVER T-LIGHT GLASS,12,17-08-2011 13:33,1.25,15786.0,United Kingdom
458314,575767,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,11-11-2011 11:11,4.95,17348.0,United Kingdom
444907,574741,23300,GARDENERS KNEELING PAD CUP OF TEA ,3,06-11-2011 16:13,1.65,15993.0,United Kingdom
129376,547385,47566B,TEA TIME PARTY BUNTING,1,22-03-2011 15:48,10.79,,United Kingdom
353814,567846,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,22-09-2011 13:13,1.45,13486.0,United Kingdom
540528,581492,46776F,WOVEN ROSE GARDEN CUSHION COVER ,6,09-12-2011 10:03,4.13,,United Kingdom
104904,545215,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,4,28-02-2011 16:47,1.24,,United Kingdom
174086,551739,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,5,04-05-2011 10:58,2.95,18118.0,United Kingdom
529349,580730,23513,EMBROIDERED RIBBON REEL SUSIE ,1,05-12-2011 17:28,4.13,,United Kingdom
188478,553036,22520,CHILDS GARDEN TROWEL BLUE ,12,13-05-2011 08:09,0.85,15129.0,United Kingdom
484971,577548,23691,WRAP KEEP CALM BIRTHDAY,25,20-11-2011 14:50,0.42,16710.0,United Kingdom
453215,575477,23296,SET OF 6 TEA TIME BAKING CASES,2,09-11-2011 16:14,3.29,,United Kingdom
383792,570088,20723,STRAWBERRY CHARLOTTE BAG,2,07-10-2011 11:32,0.85,16764.0,United Kingdom
527945,580727,23145,ZINC T-LIGHT HOLDER STAR LARGE,1,05-12-2011 17:17,2.08,14096.0,United Kingdom
415174,572517,23569,TRADTIONAL ALPHABET STAMP SET,2,24-10-2011 14:47,4.95,15068.0,United Kingdom
409861,572076,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,20-10-2011 14:01,1.25,13761.0,United Kingdom
363436,568567,22029,SPACEBOY BIRTHDAY CARD,2,27-09-2011 18:41,0.83,,United Kingdom
540497,581492,23561,SET OF 6 RIBBONS PARTY,1,09-12-2011 10:03,5.79,,United Kingdom
382373,569899,22083,PAPER CHAIN KIT RETROSPOT,6,06-10-2011 16:15,2.95,13940.0,United Kingdom
336807,566405,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,12-09-2011 13:41,3.75,17919.0,United Kingdom
332580,566081,23298,SPOTTY BUNTING,6,09-09-2011 10:09,4.95,16293.0,United Kingdom
173995,C551732,22526,WHEELBARROW FOR CHILDREN ,-1,04-05-2011 10:10,12.75,15382.0,United Kingdom
334132,566231,21427,SKULLS STORAGE BOX SMALL,6,11-09-2011 10:58,2.1,14837.0,United Kingdom
187904,553012,22927,GREEN GIANT GARDEN THERMOMETER,2,12-05-2011 18:13,5.95,17671.0,United Kingdom
458563,575843,22592,CARDHOLDER HOLLY WREATH METAL,4,11-11-2011 12:02,3.75,14446.0,United Kingdom
434731,574059,23380,PACK OF 12 VINTAGE DOILY TISSUES,1,02-11-2011 14:13,0.39,14646.0,Netherlands
400003,571292,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,5,16-10-2011 15:45,1.25,15311.0,United Kingdom
162392,550500,90124B,BLUE MURANO TWIST NECKLACE,1,18-04-2011 15:26,9.96,,United Kingdom
56189,541088,21499,BLUE POLKADOT WRAP,50,13-01-2011 12:41,0.42,15513.0,United Kingdom
41882,539958,21668,RED STRIPE CERAMIC DRAWER KNOB,2,23-12-2010 13:26,2.51,,United Kingdom
193726,553542,22197,SMALL POPCORN HOLDER,6,17-05-2011 15:34,1.63,,United Kingdom
481817,577359,82582,AREA PATROLLED METAL SIGN,2,18-11-2011 16:07,2.1,14903.0,United Kingdom
373662,569342,22801,ANTIQUE GLASS PEDESTAL BOWL,80,03-10-2011 14:20,3.39,16013.0,United Kingdom
73305,542344,22460,EMBOSSED GLASS TEALIGHT HOLDER,2,27-01-2011 11:30,2.46,,United Kingdom
539685,581439,22746,POPPY'S PLAYHOUSE LIVINGROOM ,2,08-12-2011 16:30,4.13,,United Kingdom
404485,571676,22696,WICKER WREATH LARGE,2,18-10-2011 13:29,1.95,16910.0,United Kingdom
84029,543358,21002,ROSE DU SUD DRAWSTRING BAG,5,07-02-2011 14:04,3.29,,United Kingdom
319528,564857,21558,SKULL LUNCH BOX WITH CUTLERY ,1,31-08-2011 09:23,4.96,,United Kingdom
471968,576658,85114C,RED ENCHANTED FOREST PLACEMAT,8,16-11-2011 11:05,1.65,14534.0,United Kingdom
493036,578149,21115,ROSE CARAVAN DOORSTOP,4,23-11-2011 11:11,14.13,,United Kingdom
491866,578075,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,22-11-2011 16:11,2.1,15039.0,United Kingdom
461358,575938,22470,HEART OF WICKER LARGE,5,13-11-2011 11:30,2.95,17790.0,United Kingdom
46944,540372,21446,12 RED ROSE PEG PLACE SETTINGS,12,06-01-2011 16:41,1.25,13081.0,United Kingdom
111854,545838,22377,BOTTLE BAG RETROSPOT ,1,07-03-2011 13:33,2.1,14606.0,United Kingdom
520800,580303,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,02-12-2011 14:18,1.65,16626.0,United Kingdom
435778,574076,23212,HEART WREATH DECORATION WITH BELL,1,02-11-2011 15:38,2.46,,United Kingdom
166192,550901,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,6,21-04-2011 12:12,2.55,13389.0,United Kingdom
438158,574308,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,12,03-11-2011 16:45,2.1,16409.0,United Kingdom
176294,551997,90177E,DROP DIAMANTE EARRINGS GREEN,1,05-05-2011 15:47,2.9,,United Kingdom
362095,568408,20725,LUNCH BAG RED RETROSPOT,24,27-09-2011 10:40,4.96,,United Kingdom
71976,542221,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,26-01-2011 12:40,5.95,14978.0,United Kingdom
430587,573585,22282,12 EGG HOUSE PAINTED WOOD,2,31-10-2011 14:41,24.96,,United Kingdom
515480,579777,22308,TEA COSY BLUE STRIPE,1,30-11-2011 15:13,4.96,,United Kingdom
39124,539631,21802,CHRISTMAS TREE HEART DECORATION,5,20-12-2010 15:03,0.43,,United Kingdom
51369,540646,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,10-01-2011 14:32,4.21,,United Kingdom
518920,580128,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,01-12-2011 17:56,7.95,17576.0,United Kingdom
482345,577472,21704,BAG 250g SWIRLY MARBLES,12,20-11-2011 11:28,0.85,14503.0,United Kingdom
403882,571655,23348,CHILDRENS TOY COOKING UTENSIL SET,6,18-10-2011 12:18,2.08,14688.0,United Kingdom
367692,568901,22457,NATURAL SLATE HEART CHALKBOARD ,12,29-09-2011 13:22,2.95,15050.0,United Kingdom
353935,567853,22535,MAGIC DRAWING SLATE BUNNIES ,12,22-09-2011 13:31,0.42,15484.0,United Kingdom
194477,553607,23206,LUNCH BAG APPLE DESIGN,100,18-05-2011 10:47,1.45,16684.0,United Kingdom
267379,560296,22358,KINGS CHOICE TEA CADDY ,1,18-07-2011 10:21,5.79,,United Kingdom
132252,547658,85150,LADIES & GENTLEMEN METAL SIGN,1,24-03-2011 13:04,2.55,13736.0,United Kingdom
528977,580730,22142,CHRISTMAS CRAFT WHITE FAIRY ,4,05-12-2011 17:28,3.29,,United Kingdom
185206,552769,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,11-05-2011 11:47,2.08,16241.0,United Kingdom
403944,571658,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,18-10-2011 12:48,2.1,12621.0,Germany
218268,556038,22066,LOVE HEART TRINKET POT,6,08-06-2011 12:38,0.39,13184.0,United Kingdom
501302,578827,21901,"KEY FOB , BACK DOOR ",1,25-11-2011 14:25,1.63,,United Kingdom
489175,577951,21051,RIBBONS PURSE ,4,22-11-2011 12:09,2.1,17238.0,United Kingdom
367037,568831,23406,HOME SWEET HOME KEY HOLDER,1,29-09-2011 11:35,6.25,16059.0,United Kingdom
19990,537995,82494L,WOODEN FRAME ANTIQUE WHITE ,6,09-12-2010 11:39,2.95,12712.0,Germany
191440,553363,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,16-05-2011 14:19,2.95,13650.0,United Kingdom
116715,546304,22974,CHILDRENS DOLLY GIRL MUG,6,10-03-2011 15:52,1.65,14077.0,United Kingdom
52907,540821,48188,DOORMAT WELCOME PUPPIES,1,11-01-2011 13:16,14.43,,United Kingdom
485161,577557,21636,MADRAS NOTEBOOK MEDIUM,1,20-11-2011 15:36,0.75,15426.0,United Kingdom
403544,571636,20677,PINK POLKADOT BOWL,16,18-10-2011 11:41,1.25,13509.0,United Kingdom
252911,559144,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,8,06-07-2011 14:17,4.15,12921.0,United Kingdom
321246,565141,23199,JUMBO BAG APPLES,1,01-09-2011 13:40,2.08,17841.0,United Kingdom
288226,562145,21115,ROSE CARAVAN DOORSTOP,4,03-08-2011 10:45,6.75,17656.0,United Kingdom
400695,571328,16011,ANIMAL STICKERS,24,17-10-2011 11:27,0.21,12473.0,Germany
28377,538636,21908,CHOCOLATE THIS WAY METAL SIGN,12,13-12-2010 13:50,2.1,14639.0,United Kingdom
358662,568158,22139,RETROSPOT TEA SET CERAMIC 11 PC ,24,25-09-2011 12:22,4.25,16133.0,United Kingdom
161089,550471,22024,RAINY LADIES BIRTHDAY CARD,2,18-04-2011 13:52,0.83,,United Kingdom
450293,575176,21808,"CHRISTMAS GARLAND STARS,TREES",2,08-11-2011 18:29,3.29,,United Kingdom
56541,541104,22280,POCKET BAG PINK PAISELY BROWN SPOT,5,13-01-2011 14:29,0.83,,United Kingdom
159210,550328,22649,STRAWBERRY FAIRY CAKE TEAPOT,2,17-04-2011 13:18,4.95,17582.0,United Kingdom
383312,570011,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,07-10-2011 09:44,1.45,16477.0,United Kingdom
27476,538566,21774,DECORATIVE CATS BATHROOM BOTTLE,1,13-12-2010 11:21,2.51,,United Kingdom
322196,565231,21358,TOAST ITS - HAPPY BIRTHDAY,1,02-09-2011 09:26,0.83,,United Kingdom
502605,578844,23526,WALL ART DOG LICENCE ,1,25-11-2011 16:14,12.46,,United Kingdom
64910,541682,22960,JAM MAKING SET WITH JARS,6,20-01-2011 15:00,4.25,14770.0,United Kingdom
509698,579399,21991,BOHEMIAN COLLAGE STATIONERY SET,1,29-11-2011 12:09,1.25,13137.0,United Kingdom
361283,568346,21156,RETROSPOT CHILDRENS APRON,2,26-09-2011 15:28,4.13,14096.0,United Kingdom
240268,558096,21112,SWISS ROLL TOWEL PINK  SPOTS,2,26-06-2011 13:24,2.95,15532.0,United Kingdom
171089,551384,22487,WHITE WOOD GARDEN PLANT LADDER,4,28-04-2011 11:31,8.5,15223.0,United Kingdom
47351,540411,22956,36 FOIL HEART CAKE CASES,24,07-01-2011 10:24,2.1,16551.0,United Kingdom
95702,544463,22247,BUNNY DECORATION MAGIC GARDEN,1,20-02-2011 14:31,0.85,12988.0,United Kingdom
492176,578094,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,6,22-11-2011 17:23,3.75,16261.0,United Kingdom
211539,555383,21124,SET/10 BLUE POLKADOT PARTY CANDLES,6,02-06-2011 15:13,1.25,12517.0,Germany
535314,581197,22123,PING MICROWAVE APRON,1,07-12-2011 17:56,0.79,,United Kingdom
42385,539988,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,2,23-12-2010 16:06,1.69,18116.0,United Kingdom
53464,540835,22662,LUNCH BAG DOLLY GIRL DESIGN,10,11-01-2011 15:00,1.65,12724.0,France
425681,573334,22945,CHRISTMAS METAL TAGS ASSORTED ,24,30-10-2011 11:35,0.85,12912.0,United Kingdom
65151,541695,21110,LARGE CAKE TOWEL PINK SPOTS,14,20-01-2011 18:01,4.13,,United Kingdom
367158,568868,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,29-09-2011 12:00,1.25,12957.0,United Kingdom
134807,547867,22423,REGENCY CAKESTAND 3 TIER,1,27-03-2011 13:56,12.75,13357.0,United Kingdom
455055,575607,22560,TRADITIONAL MODELLING CLAY,2,10-11-2011 12:37,2.46,14096.0,United Kingdom
78723,542895,22914,BLUE COAT RACK PARIS FASHION,1,01-02-2011 13:47,4.95,14549.0,United Kingdom
273953,560870,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,21-07-2011 14:34,0.29,13157.0,United Kingdom
418069,572688,20615,BLUE POLKADOT PASSPORT COVER,20,25-10-2011 14:09,0.75,13028.0,United Kingdom
501866,578833,21930,JUMBO STORAGE BAG SKULLS,7,25-11-2011 15:23,4.13,,United Kingdom
42963,540026,22473,TV DINNER TRAY VINTAGE PAISLEY,4,04-01-2011 13:25,4.21,,United Kingdom
469927,576615,23026,DRAWER KNOB VINTAGE GLASS STAR,1,15-11-2011 16:42,2.08,17231.0,United Kingdom
87480,543660,22196,SMALL HEART MEASURING SPOONS,1,11-02-2011 10:40,1.63,,United Kingdom
321869,565207,84596F,SMALL MARSHMALLOWS PINK BOWL,4,01-09-2011 16:46,0.42,16764.0,United Kingdom
70347,542005,21498,RED RETROSPOT WRAP ,25,25-01-2011 11:18,0.42,14409.0,United Kingdom
332937,566163,22321,BIRD DECORATION RED RETROSPOT,12,09-09-2011 11:48,0.85,12637.0,France
71860,542216,22986,GINGHAM ROSE WRAP,25,26-01-2011 12:29,0.42,14911.0,EIRE
307539,563922,23294,SET OF 6 SNACK LOAF BAKING CASES,1,21-08-2011 14:10,0.83,14529.0,United Kingdom
100287,544812,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,23-02-2011 15:58,4.13,,United Kingdom
180883,552365,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,09-05-2011 12:25,1.65,16440.0,United Kingdom
156458,550138,85202,HANGING WOOD AND FELT HEART,4,14-04-2011 14:02,0.42,12841.0,United Kingdom
153602,549771,85187,S/12 MINI RABBIT EASTER,4,12-04-2011 11:43,1.65,14669.0,United Kingdom
56450,541104,84596E,SMALL LICORICE DES PINK BOWL,5,13-01-2011 14:29,0.83,,United Kingdom
26529,538515,22491,PACK OF 12 COLOURED PENCILS,48,12-12-2010 14:43,0.85,17937.0,United Kingdom
128070,547249,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,3,22-03-2011 09:27,3.29,,United Kingdom
245053,558570,21890,S/6 WOODEN SKITTLES IN COTTON BAG,4,30-06-2011 14:38,3.25,17673.0,United Kingdom
39047,539611,85135B,Found,53,20-12-2010 14:33,0.0,,United Kingdom
383653,570076,21238,RED RETROSPOT CUP,16,07-10-2011 11:17,0.85,15738.0,United Kingdom
312655,564360,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,24-08-2011 16:13,0.55,12471.0,Germany
295929,562843,82551,LAUNDRY 15C METAL SIGN,2,09-08-2011 17:37,2.46,,United Kingdom
327217,565643,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,05-09-2011 15:56,2.55,13468.0,United Kingdom
425972,573340,23287,RED VINTAGE SPOT BEAKER,1,30-10-2011 11:55,0.85,14159.0,United Kingdom
55453,540995,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,2,13-01-2011 09:30,1.63,,United Kingdom
352965,567709,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,22-09-2011 09:53,0.83,15239.0,United Kingdom
521531,580367,21676,FLOWERS  STICKERS,1,02-12-2011 16:39,1.63,,United Kingdom
219223,556087,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1,08-06-2011 15:24,2.46,,United Kingdom
61292,541424,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,2,17-01-2011 17:57,2.46,,United Kingdom
6839,536982,21098,CHRISTMAS TOILET ROLL,31,03-12-2010 14:27,3.36,,United Kingdom
282932,561671,22533,MAGIC DRAWING SLATE BAKE A CAKE ,192,28-07-2011 17:17,0.27,12830.0,United Kingdom
524203,580538,23084,RABBIT NIGHT LIGHT,48,05-12-2011 08:38,1.79,14075.0,United Kingdom
165161,550774,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,20-04-2011 13:18,1.25,14626.0,United Kingdom
390749,570597,22770,MIRROR CORNICE,2,11-10-2011 11:49,14.95,16837.0,United Kingdom
452701,575368,23212,HEART WREATH DECORATION WITH BELL,1,09-11-2011 15:07,1.25,14482.0,United Kingdom
182849,552614,22921,HERB MARKER CHIVES ,12,10-05-2011 12:51,0.65,14849.0,United Kingdom
531352,C580918,21218,RED SPOTTY BISCUIT TIN,-24,06-12-2011 14:01,3.25,16779.0,United Kingdom
162669,550513,23077,DOUGHNUT LIP GLOSS ,40,18-04-2011 16:37,1.25,16928.0,United Kingdom
263298,559981,22919,HERB MARKER MINT,1,14-07-2011 11:30,0.65,14562.0,United Kingdom
499902,578701,21889,WOODEN BOX OF DOMINOES,12,25-11-2011 10:52,1.25,17624.0,United Kingdom
318346,564835,22418,10 COLOUR SPACEBOY PEN,1,30-08-2011 12:31,1.63,,United Kingdom
221754,C556270,21520,BOOZE & WOMEN GREETING CARD ,-2,09-06-2011 19:37,0.42,14232.0,United Kingdom
296396,562892,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,10-08-2011 12:24,1.45,16292.0,United Kingdom
184157,552677,21930,JUMBO STORAGE BAG SKULLS,3,10-05-2011 15:07,4.96,,United Kingdom
136178,547938,22698,PINK REGENCY TEACUP AND SAUCER,6,28-03-2011 14:33,2.95,13901.0,United Kingdom
28860,538662,21110,LARGE CAKE TOWEL PINK SPOTS,24,13-12-2010 15:44,1.95,15159.0,United Kingdom
343655,566952,23120,PACK OF 6 SMALL FRUIT STRAWS,14,15-09-2011 16:37,0.42,,United Kingdom
296163,562852,22728,ALARM CLOCK BAKELIKE PINK,4,10-08-2011 10:12,3.75,13050.0,United Kingdom
157595,550208,22501,PICNIC BASKET WICKER LARGE,1,15-04-2011 10:39,20.79,,United Kingdom
13328,537434,21217,RED RETROSPOT ROUND CAKE TINS,1,06-12-2010 16:57,21.23,,United Kingdom
226323,556788,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,14-06-2011 13:40,9.95,15129.0,United Kingdom
249495,558904,35653,VINTAGE BEAD NOTEBOOK,1,04-07-2011 16:18,2.46,,United Kingdom
275711,561006,23199,JUMBO BAG APPLES,10,22-07-2011 15:02,2.08,16161.0,United Kingdom
478038,577078,23476,WOODLAND LARGE RED FELT HEART,1,17-11-2011 15:17,2.46,,United Kingdom
408623,571987,20676,RED RETROSPOT BOWL,8,20-10-2011 10:47,1.25,17007.0,United Kingdom
449666,575138,22195,LARGE HEART MEASURING SPOONS,3,08-11-2011 15:24,3.29,,United Kingdom
124311,546973,22412,METAL SIGN NEIGHBOURHOOD WITCH ,2,18-03-2011 12:07,4.13,,United Kingdom
205349,554795,82580,BATHROOM METAL SIGN,12,26-05-2011 12:46,0.55,14210.0,United Kingdom
